ball_x, ball_y, ball_vel_x, ball_vel_y, paddle_a_x, paddle_a_y, paddle_b_x, paddle_b_y,sigmoid
1510,170,10,10,25,920,2535,760,0.000000
1510,170,10,10,25,920,2535,760,0.000000
1520,180,10,10,25,920,2535,760,0.000000
1520,180,10,10,25,920,2535,760,0.000000
1530,190,10,10,25,920,2535,760,0.000000
1530,190,10,10,25,920,2535,760,0.000000
1540,200,10,10,25,920,2535,760,0.000000
1540,200,10,10,25,920,2535,760,0.000000
1550,210,10,10,25,920,2535,760,0.000000
1550,210,10,10,25,920,2535,760,0.000000
1560,220,10,10,25,920,2535,760,0.000000
1560,220,10,10,25,920,2535,760,0.000000
1570,230,10,10,25,920,2535,760,0.000000
1570,230,10,10,25,920,2535,760,0.000000
1580,240,10,10,25,920,2535,760,0.000000
1580,240,10,10,25,920,2535,760,0.000000
1590,250,10,10,25,920,2535,760,0.000000
1590,250,10,10,25,920,2535,760,0.000000
1600,260,10,10,25,920,2535,760,0.000000
1600,260,10,10,25,920,2535,760,0.000000
1610,270,10,10,25,920,2535,760,0.000000
1610,270,10,10,25,920,2535,760,0.000000
1620,280,10,10,25,920,2535,760,0.000000
1620,280,10,10,25,920,2535,760,0.000000
1630,290,10,10,25,920,2535,760,0.000000
1630,290,10,10,25,920,2535,760,0.000000
1640,300,10,10,25,920,2535,760,0.000000
1640,300,10,10,25,920,2535,760,0.000000
1650,310,10,10,25,920,2535,760,0.000000
1650,310,10,10,25,920,2535,760,0.000000
1660,320,10,10,25,920,2535,760,0.000000
1660,320,10,10,25,920,2535,760,0.000000
1670,330,10,10,25,920,2535,760,0.000000
1670,330,10,10,25,920,2535,770,0.000000
1680,340,10,10,25,920,2535,770,0.000000
1680,340,10,10,25,920,2535,780,0.000000
1690,350,10,10,25,920,2535,780,0.000000
1690,350,10,10,25,920,2535,790,0.000000
1700,360,10,10,25,920,2535,790,0.000000
1700,360,10,10,25,920,2535,800,0.000000
1710,370,10,10,25,920,2535,800,0.000000
1710,370,10,10,25,920,2535,810,0.000000
1720,380,10,10,25,920,2535,810,0.000000
1720,380,10,10,25,920,2535,820,0.000000
1730,390,10,10,25,920,2535,820,0.000000
1730,390,10,10,25,920,2535,830,0.000000
1740,400,10,10,25,920,2535,830,0.000000
1740,400,10,10,25,920,2535,840,0.000000
1750,410,10,10,25,920,2535,840,0.000000
1750,410,10,10,25,920,2535,850,0.000000
1760,420,10,10,25,920,2535,850,0.000000
1760,420,10,10,25,920,2535,860,0.000000
1770,430,10,10,25,920,2535,860,0.000000
1770,430,10,10,25,920,2535,870,0.000000
1780,440,10,10,25,920,2535,870,0.000000
1780,440,10,10,25,920,2535,880,0.000000
1790,450,10,10,25,920,2535,880,0.000000
1790,450,10,10,25,920,2535,890,0.000000
1800,460,10,10,25,920,2535,890,0.000000
1800,460,10,10,25,920,2535,900,0.000000
1810,470,10,10,25,920,2535,900,0.000000
1810,470,10,10,25,920,2535,910,0.000000
1820,480,10,10,25,920,2535,910,0.000000
1820,480,10,10,25,920,2535,920,0.000000
1830,490,10,10,25,920,2535,920,0.000000
1830,490,10,10,25,920,2535,930,0.000000
1840,500,10,10,25,920,2535,930,0.000000
1840,500,10,10,25,920,2535,940,0.000000
1850,510,10,10,25,920,2535,940,0.000000
1850,510,10,10,25,920,2535,950,0.000000
1860,520,10,10,25,920,2535,950,0.000000
1860,520,10,10,25,920,2535,960,0.000000
1870,530,10,10,25,920,2535,960,0.000000
1870,530,10,10,25,920,2535,970,0.000000
1880,540,10,10,25,920,2535,970,0.000000
1880,540,10,10,25,920,2535,980,0.000000
1890,550,10,10,25,920,2535,980,0.000000
1890,550,10,10,25,920,2535,990,0.000000
1900,560,10,10,25,920,2535,990,0.000000
1900,560,10,10,25,920,2535,1000,0.000000
1910,570,10,10,25,920,2535,1000,0.000000
1910,570,10,10,25,920,2535,1010,0.000000
1920,580,10,10,25,920,2535,1010,0.000000
1920,580,10,10,25,920,2535,1020,0.000000
1930,590,10,10,25,920,2535,1020,0.000000
1930,590,10,10,25,920,2535,1030,0.000000
1940,600,10,10,25,920,2535,1030,0.000000
1940,600,10,10,25,920,2535,1040,0.000000
1950,610,10,10,25,920,2535,1040,0.000000
1950,610,10,10,25,920,2535,1050,0.000000
1960,620,10,10,25,920,2535,1050,0.000000
1960,620,10,10,25,920,2535,1060,0.000000
1970,630,10,10,25,920,2535,1060,0.000000
1970,630,10,10,25,920,2535,1070,0.000000
1980,640,10,10,25,920,2535,1070,0.000000
1980,640,10,10,25,920,2535,1080,0.000000
1990,650,10,10,25,920,2535,1080,0.000000
1990,650,10,10,25,920,2535,1080,0.000000
2000,660,10,10,25,920,2535,1080,0.000000
2000,660,10,10,25,920,2535,1080,0.000000
2010,670,10,10,25,920,2535,1080,0.000000
2010,670,10,10,25,920,2535,1080,0.000000
2020,680,10,10,25,920,2535,1080,0.000000
2020,680,10,10,25,920,2535,1080,0.000000
2030,690,10,10,25,920,2535,1080,0.000000
2030,690,10,10,25,920,2535,1080,0.000000
2040,700,10,10,25,920,2535,1080,0.000000
2040,700,10,10,25,920,2535,1080,0.000000
2050,710,10,10,25,920,2535,1080,0.000000
2050,710,10,10,25,920,2535,1080,0.000000
2060,720,10,10,25,920,2535,1080,0.000000
2060,720,10,10,25,920,2535,1080,0.000000
2070,730,10,10,25,920,2535,1080,0.000000
2070,730,10,10,25,920,2535,1080,0.000000
2080,740,10,10,25,920,2535,1080,0.000000
2080,740,10,10,25,920,2535,1080,0.000000
2090,750,10,10,25,920,2535,1080,0.000000
2090,750,10,10,25,920,2535,1080,0.000000
2100,760,10,10,25,920,2535,1080,0.000000
2100,760,10,10,25,920,2535,1080,0.000000
2110,770,10,10,25,920,2535,1080,0.000000
2110,770,10,10,25,920,2535,1080,0.000000
2120,780,10,10,25,920,2535,1080,0.000000
2120,780,10,10,25,920,2535,1080,0.000000
2130,790,10,10,25,920,2535,1080,0.000000
2130,790,10,10,25,920,2535,1080,0.000000
2140,800,10,10,25,920,2535,1080,0.000000
2140,800,10,10,25,920,2535,1080,0.000000
2150,810,10,10,25,920,2535,1080,0.000000
2150,810,10,10,25,920,2535,1080,0.000000
2160,820,10,10,25,920,2535,1080,0.000000
2160,820,10,10,25,920,2535,1080,0.000000
2170,830,10,10,25,920,2535,1080,0.000000
2170,830,10,10,25,920,2535,1080,0.000000
2180,840,10,10,25,920,2535,1080,0.000000
2180,840,10,10,25,920,2535,1080,0.000000
2190,850,10,10,25,920,2535,1080,0.000000
2190,850,10,10,25,920,2535,1080,0.000000
2200,860,10,10,25,920,2535,1080,0.000000
2200,860,10,10,25,920,2535,1080,0.000000
2210,870,10,10,25,920,2535,1080,0.000000
2210,870,10,10,25,920,2535,1080,0.000000
2220,880,10,10,25,920,2535,1080,0.000000
2220,880,10,10,25,920,2535,1080,0.000000
2230,890,10,10,25,920,2535,1080,0.000000
2230,890,10,10,25,920,2535,1080,0.000000
2240,900,10,10,25,920,2535,1080,0.000000
2240,900,10,10,25,920,2535,1080,0.000000
2250,910,10,10,25,920,2535,1080,0.000000
2250,910,10,10,25,920,2535,1080,0.000000
2260,920,10,10,25,920,2535,1080,0.000000
2260,920,10,10,25,920,2535,1080,0.000000
2270,930,10,10,25,920,2535,1080,0.000000
2270,930,10,10,25,920,2535,1080,0.000000
2280,940,10,10,25,920,2535,1080,0.000000
2280,940,10,10,25,920,2535,1080,0.000000
2290,950,10,10,25,920,2535,1080,0.000000
2290,950,10,10,25,920,2535,1080,0.000000
2300,960,10,10,25,920,2535,1080,0.000000
2300,960,10,10,25,920,2535,1080,0.000000
2310,970,10,10,25,920,2535,1080,0.000000
2310,970,10,10,25,920,2535,1080,0.000000
2320,980,10,10,25,920,2535,1080,0.000000
2320,980,10,10,25,920,2535,1080,0.000000
2330,990,10,10,25,920,2535,1080,0.000000
2330,990,10,10,25,920,2535,1080,0.000000
2340,1000,10,10,25,920,2535,1080,0.000000
2340,1000,10,10,25,920,2535,1080,0.000000
2350,1010,10,10,25,920,2535,1080,0.000000
2350,1010,10,10,25,920,2535,1080,0.000000
2360,1020,10,10,25,920,2535,1080,0.000000
2360,1020,10,10,25,920,2535,1080,0.000000
2370,1030,10,10,25,920,2535,1080,0.000000
2370,1030,10,10,25,920,2535,1080,0.000000
2380,1040,10,10,25,920,2535,1080,0.000000
2380,1040,10,10,25,920,2535,1080,0.000000
2390,1050,10,10,25,920,2535,1080,0.000000
2390,1050,10,10,25,920,2535,1080,0.000000
2400,1060,10,10,25,920,2535,1080,0.000000
2400,1060,10,10,25,920,2535,1080,0.000000
2410,1070,10,10,25,920,2535,1080,0.000000
2410,1070,10,10,25,920,2535,1080,0.000000
2420,1080,10,10,25,920,2535,1080,0.000000
2420,1080,10,10,25,920,2535,1080,0.000000
2430,1090,10,10,25,920,2535,1080,0.000000
2430,1090,10,10,25,920,2535,1080,0.000000
2440,1100,10,10,25,920,2535,1080,0.000000
2440,1100,10,10,25,920,2535,1080,0.000000
2450,1110,10,10,25,920,2535,1080,0.000000
2450,1110,10,10,25,920,2535,1080,0.000000
2460,1120,10,10,25,920,2535,1080,0.000000
2460,1120,10,10,25,920,2535,1080,0.000000
2470,1130,10,10,25,920,2535,1080,0.000000
2470,1130,10,10,25,920,2535,1080,0.000000
2480,1140,10,10,25,920,2535,1080,0.000000
2480,1140,10,10,25,920,2535,1080,0.000000
2490,1150,10,10,25,920,2535,1080,0.000000
2490,1150,10,10,25,920,2535,1080,0.000000
2500,1160,10,10,25,920,2535,1080,0.000000
2500,1160,10,10,25,920,2535,1080,0.000000
2510,1170,10,10,25,920,2535,1080,0.000000
2510,1170,10,10,25,920,2535,1080,0.000000
2520,1180,10,10,25,920,2535,1080,0.000000
2520,1180,10,10,25,920,2535,1090,0.000000
2500,1190,-10,10,25,920,2535,1090,0.000000
2500,1190,-10,10,25,920,2535,1100,0.000000
2490,1200,-10,10,25,920,2535,1100,0.000000
2490,1200,-10,10,25,920,2535,1110,0.000000
2480,1210,-10,10,25,920,2535,1110,0.000000
2480,1210,-10,10,25,920,2535,1120,0.000000
2470,1220,-10,10,25,920,2535,1120,0.000000
2470,1220,-10,10,25,920,2535,1130,0.000000
2460,1230,-10,10,25,920,2535,1130,0.000000
2460,1230,-10,10,25,920,2535,1140,0.000000
2450,1240,-10,10,25,920,2535,1140,0.000000
2450,1240,-10,10,25,920,2535,1150,0.000000
2440,1250,-10,10,25,920,2535,1150,0.000000
2440,1250,-10,10,25,920,2535,1160,0.000000
2430,1260,-10,10,25,920,2535,1160,0.000000
2430,1260,-10,10,25,920,2535,1170,0.000000
2420,1270,-10,10,25,920,2535,1170,0.000000
2420,1270,-10,10,25,920,2535,1180,0.000000
2410,1280,-10,10,25,920,2535,1180,0.000000
2410,1280,-10,10,25,920,2535,1190,0.000000
2400,1290,-10,10,25,920,2535,1190,0.000000
2400,1290,-10,10,25,920,2535,1200,0.000000
2390,1300,-10,10,25,920,2535,1200,0.000000
2390,1300,-10,10,25,920,2535,1210,0.000000
2380,1310,-10,10,25,920,2535,1210,0.000000
2380,1310,-10,10,25,920,2535,1220,0.000000
2370,1320,-10,10,25,920,2535,1220,0.000000
2370,1320,-10,10,25,920,2535,1230,0.000000
2360,1330,-10,10,25,920,2535,1230,0.000000
2360,1330,-10,10,25,920,2535,1240,0.000000
2350,1340,-10,10,25,920,2535,1240,0.000000
2350,1340,-10,10,25,920,2535,1250,0.000000
2340,1350,-10,10,25,920,2535,1250,0.000000
2340,1350,-10,10,25,920,2535,1260,0.000000
2330,1360,-10,10,25,920,2535,1260,0.000000
2330,1360,-10,10,25,920,2535,1270,0.000000
2320,1370,-10,10,25,920,2535,1270,0.000000
2320,1370,-10,10,25,920,2535,1280,0.000000
2310,1380,-10,10,25,920,2535,1280,0.000000
2310,1380,-10,10,25,920,2535,1290,0.000000
2300,1390,-10,10,25,920,2535,1290,0.000000
2300,1390,-10,10,25,920,2535,1300,0.000000
2290,1400,-10,10,25,920,2535,1300,0.000000
2290,1400,-10,10,25,920,2535,1310,0.000000
2280,1410,-10,10,25,920,2535,1310,0.000000
2280,1410,-10,10,25,920,2535,1320,0.000000
2270,1420,-10,10,25,920,2535,1320,0.000000
2270,1420,-10,10,25,920,2535,1330,0.000000
2260,1430,-10,10,25,920,2535,1330,0.000000
2260,1430,-10,10,25,920,2535,1340,0.000000
2250,1440,-10,10,25,920,2535,1340,0.000000
2250,1440,-10,10,25,920,2535,1350,0.000000
2240,1450,-10,10,25,920,2535,1350,0.000000
2240,1450,-10,10,25,920,2535,1360,0.000000
2230,1460,-10,10,25,920,2535,1350,0.000000
2230,1460,-10,10,25,920,2535,1360,0.000000
2220,1470,-10,10,25,920,2535,1350,0.000000
2220,1470,-10,10,25,920,2535,1360,0.000000
2210,1480,-10,10,25,920,2535,1350,0.000000
2210,1480,-10,10,25,920,2535,1360,0.000000
2200,1490,-10,10,25,920,2535,1350,0.000000
2200,1490,-10,10,25,920,2535,1360,0.000000
2190,1500,-10,10,25,920,2535,1350,0.000000
2190,1500,-10,10,25,920,2535,1350,0.000000
2180,1510,-10,10,25,920,2535,1350,0.000000
2180,1510,-10,10,25,920,2535,1350,0.000000
2170,1520,-10,10,25,920,2535,1350,0.000000
2170,1520,-10,10,25,920,2535,1350,0.000000
2160,1530,-10,10,25,920,2535,1350,0.000000
2160,1530,-10,10,25,920,2535,1350,0.000000
2150,1510,-10,-10,25,920,2535,1350,0.000000
2150,1510,-10,-10,25,920,2535,1350,0.000000
2140,1500,-10,-10,25,920,2535,1350,0.000000
2140,1500,-10,-10,25,920,2535,1350,0.000000
2130,1490,-10,-10,25,920,2535,1350,0.000000
2130,1490,-10,-10,25,920,2535,1350,0.000000
2120,1480,-10,-10,25,920,2535,1350,0.000000
2120,1480,-10,-10,25,920,2535,1350,0.000000
2110,1470,-10,-10,25,920,2535,1350,0.000000
2110,1470,-10,-10,25,920,2535,1350,0.000000
2100,1460,-10,-10,25,920,2535,1350,0.000000
2100,1460,-10,-10,25,920,2535,1350,0.000000
2090,1450,-10,-10,25,920,2535,1350,0.000000
2090,1450,-10,-10,25,920,2535,1350,0.000000
2080,1440,-10,-10,25,920,2535,1350,0.000000
2080,1440,-10,-10,25,920,2535,1350,0.000000
2070,1430,-10,-10,25,920,2535,1350,0.000000
2070,1430,-10,-10,25,920,2535,1350,0.000000
2060,1420,-10,-10,25,920,2535,1350,0.000000
2060,1420,-10,-10,25,920,2535,1350,0.000000
2050,1410,-10,-10,25,920,2535,1350,0.000000
2050,1410,-10,-10,25,920,2535,1350,0.000000
2040,1400,-10,-10,25,920,2535,1350,0.000000
2040,1400,-10,-10,25,920,2535,1350,0.000000
2030,1390,-10,-10,25,920,2535,1350,0.000000
2030,1390,-10,-10,25,920,2535,1350,0.000000
2020,1380,-10,-10,25,920,2535,1350,0.000000
2020,1380,-10,-10,25,920,2535,1350,0.000000
2010,1370,-10,-10,25,920,2535,1350,0.000000
2010,1370,-10,-10,25,920,2535,1350,0.000000
2000,1360,-10,-10,25,920,2535,1350,0.000000
2000,1360,-10,-10,25,920,2535,1350,0.000000
1990,1350,-10,-10,25,920,2535,1350,0.000000
1990,1350,-10,-10,25,920,2535,1350,0.000000
1980,1340,-10,-10,25,920,2535,1350,0.000000
1980,1340,-10,-10,25,920,2535,1350,0.000000
1970,1330,-10,-10,25,920,2535,1350,0.000000
1970,1330,-10,-10,25,920,2535,1350,0.000000
1960,1320,-10,-10,25,920,2535,1350,0.000000
1960,1320,-10,-10,25,920,2535,1350,0.000000
1950,1310,-10,-10,25,920,2535,1350,0.000000
1950,1310,-10,-10,25,920,2535,1350,0.000000
1940,1300,-10,-10,25,920,2535,1350,0.000000
1940,1300,-10,-10,25,920,2535,1350,0.000000
1930,1290,-10,-10,25,920,2535,1350,0.000000
1930,1290,-10,-10,25,920,2535,1350,0.000000
1920,1280,-10,-10,25,920,2535,1350,0.000000
1920,1280,-10,-10,25,920,2535,1350,0.000000
1910,1270,-10,-10,25,920,2535,1350,0.000000
1910,1270,-10,-10,25,920,2535,1350,0.000000
1900,1260,-10,-10,25,920,2535,1350,0.000000
1900,1260,-10,-10,25,920,2535,1350,0.000000
1890,1250,-10,-10,25,920,2535,1350,0.000000
1890,1250,-10,-10,25,920,2535,1350,0.000000
1880,1240,-10,-10,25,920,2535,1350,0.000000
1880,1240,-10,-10,25,920,2535,1350,0.000000
1870,1230,-10,-10,25,920,2535,1350,0.000000
1870,1230,-10,-10,25,920,2535,1350,0.000000
1860,1220,-10,-10,25,920,2535,1350,0.000000
1860,1220,-10,-10,25,920,2535,1350,0.000000
1850,1210,-10,-10,25,920,2535,1350,0.000000
1850,1210,-10,-10,25,920,2535,1350,0.000000
1840,1200,-10,-10,25,920,2535,1350,0.000000
1840,1200,-10,-10,25,920,2535,1350,0.000000
1830,1190,-10,-10,25,920,2535,1350,0.000000
1830,1190,-10,-10,25,920,2535,1350,0.000000
1820,1180,-10,-10,25,920,2535,1350,0.000000
1820,1180,-10,-10,25,920,2535,1350,0.000000
1810,1170,-10,-10,25,920,2535,1350,0.000000
1810,1170,-10,-10,25,920,2535,1350,0.000000
1800,1160,-10,-10,25,920,2535,1350,0.000000
1800,1160,-10,-10,25,920,2535,1350,0.000000
1790,1150,-10,-10,25,920,2535,1350,0.000000
1790,1150,-10,-10,25,920,2535,1350,0.000000
1780,1140,-10,-10,25,920,2535,1350,0.000000
1780,1140,-10,-10,25,920,2535,1350,0.000000
1770,1130,-10,-10,25,920,2535,1350,0.000000
1770,1130,-10,-10,25,920,2535,1350,0.000000
1760,1120,-10,-10,25,920,2535,1350,0.000000
1760,1120,-10,-10,25,920,2535,1350,0.000000
1750,1110,-10,-10,25,920,2535,1350,0.000000
1750,1110,-10,-10,25,920,2535,1350,0.000000
1740,1100,-10,-10,25,920,2535,1350,0.000000
1740,1100,-10,-10,25,920,2535,1350,0.000000
1730,1090,-10,-10,25,920,2535,1350,0.000000
1730,1090,-10,-10,25,920,2535,1350,0.000000
1720,1080,-10,-10,25,920,2535,1350,0.000000
1720,1080,-10,-10,25,920,2535,1350,0.000000
1710,1070,-10,-10,25,920,2535,1350,0.000000
1710,1070,-10,-10,25,920,2535,1350,0.000000
1700,1060,-10,-10,25,920,2535,1350,0.000000
1700,1060,-10,-10,25,920,2535,1350,0.000000
1690,1050,-10,-10,25,920,2535,1350,0.000000
1690,1050,-10,-10,25,920,2535,1350,0.000000
1680,1040,-10,-10,25,920,2535,1350,0.000000
1680,1040,-10,-10,25,920,2535,1350,0.000000
1670,1030,-10,-10,25,920,2535,1350,0.000000
1670,1030,-10,-10,25,920,2535,1350,0.000000
1660,1020,-10,-10,25,920,2535,1350,0.000000
1660,1020,-10,-10,25,920,2535,1350,0.000000
1650,1010,-10,-10,25,920,2535,1350,0.000000
1650,1010,-10,-10,25,920,2535,1350,0.000000
1640,1000,-10,-10,25,920,2535,1350,0.000000
1640,1000,-10,-10,25,920,2535,1350,0.000000
1630,990,-10,-10,25,920,2535,1350,0.000000
1630,990,-10,-10,25,920,2535,1350,0.000000
1620,980,-10,-10,25,920,2535,1350,0.000000
1620,980,-10,-10,25,920,2535,1350,0.000000
1610,970,-10,-10,25,920,2535,1350,0.000000
1610,970,-10,-10,25,920,2535,1350,0.000000
1600,960,-10,-10,25,920,2535,1350,0.000000
1600,960,-10,-10,25,920,2535,1350,0.000000
1590,950,-10,-10,25,920,2535,1350,0.000000
1590,950,-10,-10,25,920,2535,1350,0.000000
1580,940,-10,-10,25,920,2535,1350,0.000000
1580,940,-10,-10,25,920,2535,1350,0.000000
1570,930,-10,-10,25,920,2535,1350,0.000000
1570,930,-10,-10,25,920,2535,1350,0.000000
1560,920,-10,-10,25,920,2535,1350,0.000000
1560,920,-10,-10,25,920,2535,1350,0.000000
1550,910,-10,-10,25,920,2535,1350,0.000000
1550,910,-10,-10,25,920,2535,1350,0.000000
1540,900,-10,-10,25,920,2535,1350,0.000000
1540,900,-10,-10,25,920,2535,1350,0.000000
1530,890,-10,-10,25,920,2535,1350,0.000000
1530,890,-10,-10,25,920,2535,1350,0.000000
1520,880,-10,-10,25,920,2535,1350,0.000000
1520,880,-10,-10,25,920,2535,1350,0.000000
1510,870,-10,-10,25,920,2535,1350,0.000000
1510,870,-10,-10,25,920,2535,1350,0.000000
1500,860,-10,-10,25,920,2535,1350,0.000000
1500,860,-10,-10,25,920,2535,1350,0.000000
1490,850,-10,-10,25,920,2535,1350,0.000000
1490,850,-10,-10,25,920,2535,1350,0.000000
1480,840,-10,-10,25,920,2535,1350,0.000000
1480,840,-10,-10,25,920,2535,1350,0.000000
1470,830,-10,-10,25,920,2535,1350,0.000000
1470,830,-10,-10,25,920,2535,1350,0.000000
1460,820,-10,-10,25,920,2535,1350,0.000000
1460,820,-10,-10,25,920,2535,1350,0.000000
1450,810,-10,-10,25,920,2535,1350,0.000000
1450,810,-10,-10,25,920,2535,1350,0.000000
1440,800,-10,-10,25,920,2535,1350,0.000000
1440,800,-10,-10,25,920,2535,1350,0.000000
1430,790,-10,-10,25,920,2535,1350,0.000000
1430,790,-10,-10,25,920,2535,1350,0.000000
1420,780,-10,-10,25,920,2535,1350,0.000000
1420,780,-10,-10,25,920,2535,1350,0.000000
1410,770,-10,-10,25,920,2535,1350,0.000000
1410,770,-10,-10,25,920,2535,1350,0.000000
1400,760,-10,-10,25,920,2535,1350,0.000000
1400,760,-10,-10,25,920,2535,1350,0.000000
1390,750,-10,-10,25,920,2535,1350,0.000000
1390,750,-10,-10,25,920,2535,1350,0.000000
1380,740,-10,-10,25,920,2535,1350,0.000000
1380,740,-10,-10,25,920,2535,1350,0.000000
1370,730,-10,-10,25,920,2535,1350,0.000000
1370,730,-10,-10,25,920,2535,1350,0.000000
1360,720,-10,-10,25,920,2535,1350,0.000000
1360,720,-10,-10,25,920,2535,1350,0.000000
1350,710,-10,-10,25,920,2535,1350,0.000000
1350,710,-10,-10,25,920,2535,1350,0.000000
1340,700,-10,-10,25,920,2535,1350,0.000000
1340,700,-10,-10,25,920,2535,1350,0.000000
1330,690,-10,-10,25,920,2535,1350,0.000000
1330,690,-10,-10,25,920,2535,1350,0.000000
1320,680,-10,-10,25,920,2535,1350,0.000000
1320,680,-10,-10,25,920,2535,1350,0.000000
1310,670,-10,-10,25,920,2535,1350,0.000000
1310,670,-10,-10,25,920,2535,1350,0.000000
1300,660,-10,-10,25,920,2535,1350,0.000000
1300,660,-10,-10,25,920,2535,1350,0.000000
1290,650,-10,-10,25,920,2535,1350,0.000000
1290,650,-10,-10,25,920,2535,1350,0.000000
1280,640,-10,-10,25,920,2535,1350,0.000000
1280,640,-10,-10,25,920,2535,1350,0.000000
1270,630,-10,-10,25,920,2535,1350,0.000000
1270,630,-10,-10,25,920,2535,1350,0.000000
1260,620,-10,-10,25,920,2535,1350,0.000000
1260,620,-10,-10,25,920,2535,1350,0.000000
1250,610,-10,-10,25,920,2535,1350,0.000000
1250,610,-10,-10,25,920,2535,1350,0.000000
1240,600,-10,-10,25,920,2535,1350,0.000000
1240,600,-10,-10,25,920,2535,1350,0.000000
1230,590,-10,-10,25,920,2535,1350,0.000000
1230,590,-10,-10,25,920,2535,1350,0.000000
1220,580,-10,-10,25,920,2535,1350,0.000000
1220,580,-10,-10,25,920,2535,1350,0.000000
1210,570,-10,-10,25,920,2535,1350,0.000000
1210,570,-10,-10,25,910,2535,1350,0.000000
1200,560,-10,-10,25,910,2535,1350,0.000000
1200,560,-10,-10,25,900,2535,1350,0.000000
1190,550,-10,-10,25,900,2535,1350,0.000000
1190,550,-10,-10,25,890,2535,1350,0.000000
1180,540,-10,-10,25,890,2535,1350,0.000000
1180,540,-10,-10,25,880,2535,1350,0.000000
1170,530,-10,-10,25,880,2535,1350,0.000000
1170,530,-10,-10,25,870,2535,1350,0.000000
1160,520,-10,-10,25,870,2535,1350,0.000000
1160,520,-10,-10,25,860,2535,1350,0.000000
1150,510,-10,-10,25,860,2535,1350,0.000000
1150,510,-10,-10,25,850,2535,1350,0.000000
1140,500,-10,-10,25,850,2535,1350,0.000000
1140,500,-10,-10,25,840,2535,1350,0.000000
1130,490,-10,-10,25,840,2535,1350,0.000000
1130,490,-10,-10,25,830,2535,1350,0.000000
1120,480,-10,-10,25,830,2535,1350,0.000000
1120,480,-10,-10,25,820,2535,1350,0.000000
1110,470,-10,-10,25,820,2535,1350,0.000000
1110,470,-10,-10,25,810,2535,1350,0.000000
1100,460,-10,-10,25,810,2535,1350,0.000000
1100,460,-10,-10,25,800,2535,1350,0.000000
1090,450,-10,-10,25,800,2535,1350,0.000000
1090,450,-10,-10,25,790,2535,1350,0.000000
1080,440,-10,-10,25,790,2535,1350,0.000000
1080,440,-10,-10,25,780,2535,1350,0.000000
1070,430,-10,-10,25,780,2535,1350,0.000000
1070,430,-10,-10,25,770,2535,1350,0.000000
1060,420,-10,-10,25,770,2535,1350,0.000000
1060,420,-10,-10,25,760,2535,1350,0.000000
1050,410,-10,-10,25,760,2535,1350,0.000000
1050,410,-10,-10,25,750,2535,1350,0.000000
1040,400,-10,-10,25,750,2535,1350,0.000000
1040,400,-10,-10,25,740,2535,1350,0.000000
1030,390,-10,-10,25,740,2535,1350,0.000000
1030,390,-10,-10,25,730,2535,1350,0.000000
1020,380,-10,-10,25,730,2535,1350,0.000000
1020,380,-10,-10,25,720,2535,1350,0.000000
1010,370,-10,-10,25,720,2535,1350,0.000000
1010,370,-10,-10,25,710,2535,1350,0.000000
1000,360,-10,-10,25,710,2535,1350,0.000000
1000,360,-10,-10,25,700,2535,1350,0.000000
990,350,-10,-10,25,700,2535,1350,0.000000
990,350,-10,-10,25,690,2535,1350,0.000000
980,340,-10,-10,25,690,2535,1350,0.000000
980,340,-10,-10,25,680,2535,1350,0.000000
970,330,-10,-10,25,680,2535,1350,0.000000
970,330,-10,-10,25,670,2535,1350,0.000000
960,320,-10,-10,25,670,2535,1350,0.000000
960,320,-10,-10,25,670,2535,1350,0.000000
950,310,-10,-10,25,670,2535,1350,0.000000
950,310,-10,-10,25,670,2535,1350,0.000000
940,300,-10,-10,25,670,2535,1350,0.000000
940,300,-10,-10,25,670,2535,1350,0.000000
930,290,-10,-10,25,670,2535,1350,0.000000
930,290,-10,-10,25,670,2535,1350,0.000000
920,280,-10,-10,25,670,2535,1350,0.000000
920,280,-10,-10,25,670,2535,1350,0.000000
910,270,-10,-10,25,670,2535,1350,0.000000
910,270,-10,-10,25,670,2535,1350,0.000000
900,260,-10,-10,25,670,2535,1350,0.000000
900,260,-10,-10,25,670,2535,1350,0.000000
890,250,-10,-10,25,670,2535,1350,0.000000
890,250,-10,-10,25,670,2535,1350,0.000000
880,240,-10,-10,25,670,2535,1350,0.000000
880,240,-10,-10,25,670,2535,1350,0.000000
870,230,-10,-10,25,670,2535,1350,0.000000
870,230,-10,-10,25,670,2535,1350,0.000000
860,220,-10,-10,25,670,2535,1350,0.000000
860,220,-10,-10,25,670,2535,1350,0.000000
850,210,-10,-10,25,670,2535,1350,0.000000
850,210,-10,-10,25,670,2535,1350,0.000000
840,200,-10,-10,25,670,2535,1350,0.000000
840,200,-10,-10,25,670,2535,1350,0.000000
830,190,-10,-10,25,670,2535,1350,0.000000
830,190,-10,-10,25,670,2535,1350,0.000000
820,180,-10,-10,25,670,2535,1350,0.000000
820,180,-10,-10,25,670,2535,1350,0.000000
810,170,-10,-10,25,670,2535,1350,0.000000
810,170,-10,-10,25,670,2535,1350,0.000000
800,160,-10,-10,25,670,2535,1350,0.000000
800,160,-10,-10,25,670,2535,1350,0.000000
790,150,-10,-10,25,670,2535,1350,0.000000
790,150,-10,-10,25,670,2535,1350,0.000000
780,140,-10,-10,25,670,2535,1350,0.000000
780,140,-10,-10,25,670,2535,1350,0.000000
770,130,-10,-10,25,670,2535,1350,0.000000
